District,Block,Village,Avg_Actual_2024,Avg_Predicted_2024,Avg_Predicted_2025,Avg_Difference,Avg_Abs_Difference,Risk_Level
Jalgaon,Parola,Sumthana,8.525,7.744,7.231,-0.293,0.497,MODERATE
Jalgaon,Parola,Talwade Kd,5.15,4.882,5.048,0.718,2.093,MODERATE
Jalgaon,Raver,Abhora Bk,8.525,7.744,7.231,-0.293,0.497,MODERATE
Jalgaon,Raver,Balvadi,4.15,5.45,5.263,-1.347,1.347,MODERATE
Jalgaon,Raver,Khanapur-Vita,11.95,9.457,9.542,1.041,3.978,MODERATE
Jalgaon,Raver,Khiroda,23.505,20.328,20.22,4.945,4.945,CRITICAL
Jalgaon,Raver,Raver,14.9,14.529,14.242,0.004,1.498,HIGH
Jalgaon,Raver,Vivra,24.71,19.442,17.287,3.58,3.58,CRITICAL
Jalgaon,Yawal,Bhusawal,8.525,7.744,7.231,-0.293,0.497,MODERATE
Jalgaon,Yawal,Dangarda,5.4,4.542,4.825,1.076,1.076,SAFE
Jalgaon,Yawal,Faizpur,24.71,22.454,21.796,2.572,2.572,CRITICAL
Jalgaon,Yawal,Kingaon,24.705,20.622,20.645,6.198,6.198,CRITICAL
Jalgaon,Yawal,Sakli,24.71,22.454,21.796,2.572,2.572,CRITICAL
Jalgaon,Yawal,Sangvi Bk,24.71,18.164,16.28,3.58,3.58,CRITICAL
Jalgaon,Yawal,Waghijhira,14.4,11.886,11.552,1.69,1.69,HIGH
Jalgaon,Yawal,Yawal,24.71,22.454,21.796,2.572,2.572,CRITICAL
Jalgaon Amalner,Dangar,Bk,6.65,6.008,6.367,-0.722,1.303,MODERATE
Jalgaon Amalner,Kurha,Bk,6.65,6.008,6.367,-0.722,1.303,MODERATE
Jalgaon Amalner,Lon,Sim,6.65,6.008,6.367,-0.722,1.303,MODERATE
Jalgaon Bhusawal,Bhusawal,(New),6.65,6.481,6.702,-0.722,1.303,MODERATE
Jalgaon Chalisgaon,Bhamare,Kh,6.65,6.57,6.964,-1.322,1.322,MODERATE
Jalgaon Chalisgaon,Borkhede,Bk,6.65,6.57,6.964,-1.322,1.322,MODERATE
Jalgaon Chalisgaon,Borkhede,Kh,6.65,6.57,6.964,-1.322,1.322,MODERATE
Jalgaon Chalisgaon,Chambhardi,Bk,6.65,6.57,6.964,-1.322,1.322,MODERATE
Jalgaon Chalisgaon,Talonde,Pr.Dehere,6.65,6.57,6.964,-1.322,1.322,MODERATE
Jalgaon Chalisgaon,Tambole,Bk.,6.65,6.57,6.964,-1.322,1.322,MODERATE
Jalgaon Chalisgaon,Varkhede,Kh.,6.65,6.57,6.964,-1.322,1.322,MODERATE
Jalgaon Chopda,Hated,Budruk,6.65,7.116,7.424,-1.538,1.538,MODERATE
Jalgaon Jalgaon,Chinchpare,Bk,6.65,6.057,6.371,-0.806,1.218,MODERATE
Jalgaon Jalgaon,Eklagne,Bk,6.65,5.918,6.304,-0.601,1.424,MODERATE
Jalgaon Jalgaon,Jalgaon,Kh.,6.65,5.965,6.341,-0.67,1.354,MODERATE
Jalgaon Jalgaon,Lowadi,Bk.,6.65,5.965,6.341,-0.67,1.354,MODERATE
Jalgaon Jalgaon,Nandra,Bk.,6.65,5.965,6.341,-0.67,1.354,MODERATE
Jalgaon Jamner,Kekat,Nimbhora,6.65,7.037,7.714,-1.765,1.765,MODERATE
Jalgaon Muktainagar,Kurha,Kakora,6.65,5.451,5.668,-0.486,1.538,MODERATE
Jalgaon Muktainagar,Muktai,Nagar,6.65,5.451,5.668,-0.486,1.538,MODERATE
Jalgaon Parola,Chiklod,Kh.,6.65,5.791,6.175,-0.516,1.509,MODERATE
Jalgaon Parola,Karmad,Bk,6.65,5.791,6.175,-0.516,1.509,MODERATE
Jalgaon Parola,Palashkhede,Bk.,6.65,5.791,6.175,-0.516,1.509,MODERATE
Jalgaon Parola,Talwade,Kd,6.65,5.791,6.175,-0.516,1.509,MODERATE
Jalgaon Yawal,Sangvi,Bk,6.65,10.64,10.896,-1.714,1.714,HIGH
Jalna,Ambad,Ambad,10.31,4.233,4.94,5.482,5.482,HIGH
Jalna,Ambad,Antarwali Sarati,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Bhokar Wadi,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Bondalpuri,8.3,5.894,5.242,1.041,1.192,MODERATE
Jalna,Ambad,Dahyala,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Dungaon,9.3,6.95,6.796,2.138,2.138,MODERATE
Jalna,Ambad,Gansawangi,9.7,8.039,7.92,1.047,2.821,MODERATE
Jalna,Ambad,Hastpokhari,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Kothala Kh.,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Lasura,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Masai,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Mohpuri,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Nagzari,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Pangri,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Pimparkhed Kh.,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Raniunchagaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Ranjani,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Sahapur,10.95,8.053,7.976,1.575,2.971,MODERATE
Jalna,Ambad,Sarangpur,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Sasth Pimpalgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Shahagad,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Ambad,Shirner,8.3,6.128,6.982,2.004,2.004,MODERATE
Jalna,Ambad,Sukhapuri,6.0,4.39,4.809,1.918,1.918,SAFE
Jalna,Ambad,Tirthpuri,5.9,5.036,5.26,0.613,1.634,MODERATE
Jalna,Ambad,Wadigodri,5.1,4.306,4.55,-0.734,0.98,SAFE
Jalna,Ambad,Wadikalya,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Bhokardan,Banegaon,13.9,9.367,9.777,1.65,3.097,MODERATE
Jalna,Bhokardan,Baranjala Lokhande,5.525,6.252,6.02,-1.844,3.56,MODERATE
Jalna,Bhokardan,Bhokardhan,6.17,5.361,5.864,0.544,0.74,MODERATE
Jalna,Bhokardan,Danapur,6.0,5.302,5.448,0.392,0.526,MODERATE
Jalna,Bhokardan,Hasnabad,10.31,9.949,10.264,-2.216,2.216,HIGH
Jalna,Bhokardan,Khandala,6.925,4.037,4.96,2.907,2.907,MODERATE
Jalna,Bhokardan,Longaon,12.1,9.051,9.383,1.886,1.886,MODERATE
Jalna,Bhokardan,Malkheda,10.4,8.444,7.484,0.131,2.656,MODERATE
Jalna,Bhokardan,Pimpalgaon Renukai,12.45,7.564,8.116,3.894,3.894,MODERATE
Jalna,Bhokardan,Rajur,8.225,5.866,6.078,2.27,2.27,MODERATE
Jalna,Bhokardan,Siphora,5.0,4.063,4.589,0.582,1.278,SAFE
Jalna,Bhokardan,Talegaon,7.5,4.996,5.653,2.548,2.548,MODERATE
Jalna,Bhokardan,Wadhona,6.35,7.388,6.85,-2.566,2.566,MODERATE
Jalna,Bhokardan,Wakdi,9.35,8.524,8.99,-0.924,0.924,MODERATE
Jalna,Jafrabad,Jafrabad,8.35,7.23,7.182,0.391,0.619,MODERATE
Jalna,Jafrabad,Kolhapur,11.2,6.932,7.621,2.946,2.946,MODERATE
Jalna,Jafrabad,Kumbari,7.05,6.375,7.102,-0.887,2.956,MODERATE
Jalna,Jafrabad,Tembhurni,10.4,8.07,8.6,1.355,1.355,MODERATE
Jalna,Jafrabad,Warud,6.0,5.63,5.746,-0.218,0.218,MODERATE
Jalna,Jalna,Argad Gaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Ashti,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Badnapur,6.4,6.425,6.262,-0.357,2.137,MODERATE
Jalna,Jalna,Banegaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Bavne Pangri,3.55,3.983,3.95,0.284,0.284,SAFE
Jalna,Jalna,Bor Ranjani,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Borgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Borkhedi,10.225,7.469,7.674,1.783,1.783,MODERATE
Jalna,Jalna,Brahmanwadi,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Chanegaon,6.65,5.212,5.343,1.458,3.684,MODERATE
Jalna,Jalna,Chapadgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Chikli,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Damri,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Dulhna Kalegao,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Gondegaon,9.05,8.209,8.359,-0.809,0.809,MODERATE
Jalna,Jalna,Gondhegaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Gunj Bk,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Hiswan Kh,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Jalna,7.6,6.561,7.554,-1.305,1.305,MODERATE
Jalna,Jalna,Jamb Samarth,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Jiradgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Kalegaon,14.0,11.804,10.934,0.266,2.592,HIGH
Jalna,Jalna,Karadgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Karla,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Kharpudi,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Khodepuri,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Kothi,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Kumbephal,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Lingsa,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Loni Kh,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Mamdabad,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Mandela,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Manepuri,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Mangrul,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Maujpuri,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Motigvhan,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Murti,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Navha,11.2,8.729,8.818,0.826,0.829,MODERATE
Jalna,Jalna,Ner,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Niklas,11.0,7.095,7.356,3.787,3.787,MODERATE
Jalna,Jalna,Pachan Wadgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Panewadi,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Paregaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Pirkalyan,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Pokhari Shindhkhed,7.85,6.978,7.021,0.054,0.86,MODERATE
Jalna,Jalna,Puirparkhed Bk,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Raigavan,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Rajegaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Ramasgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Raona,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Revalgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Revgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Samangaon,7.85,6.529,6.674,-0.035,0.952,MODERATE
Jalna,Jalna,Sankampur,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Satona Bt,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Satona Kh,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Sawargaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Selgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Sevli,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Siddeswar Puirpalgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Silegaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Utavad,12.0,9.142,8.966,1.123,1.123,MODERATE
Jalna,Jalna,Viregaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Wakhari,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Walkhed,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Yenora,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Jalna,Yenora-Dhanora,5.825,4.936,5.167,0.094,1.192,MODERATE
Jalna,Partur,Arda,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Babultara,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Belora,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Dahiphal,4.3,2.864,3.28,1.371,1.371,SAFE
Jalna,Partur,Daitha Kh,22.725,10.651,12.141,11.954,11.954,CRITICAL
Jalna,Partur,Dambri,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Dhoksal,8.105,7.687,7.669,-1.064,1.064,MODERATE
Jalna,Partur,Dhondi Pimpalgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Kirtapur,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Kokramba,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Mantha,4.22,3.892,3.932,0.011,1.676,SAFE
Jalna,Partur,Naigaon P Seoli,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Nansi,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Naygaon,13.16,10.295,10.553,0.391,1.471,HIGH
Jalna,Partur,Pangri,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Partur,14.75,8.264,9.167,5.272,5.272,HIGH
Jalna,Partur,Patoda Kh.,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Shreshti,8.67,6.139,6.748,2.972,2.972,MODERATE
Jalna,Partur,Talni,6.485,3.59,4.114,2.316,2.316,MODERATE
Jalna,Partur,Thengawadgaon,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Uswad,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Vidoli Kh,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Wadhona,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna,Partur,Watur,14.81,10.136,9.82,0.97,11.822,CRITICAL
Jalna,Partur,Wirghavan Tanda,8.335,6.734,7.293,0.623,0.623,MODERATE
Jalna Ambad,Antarwali,Sarati,6.65,6.008,6.367,-0.722,1.303,MODERATE
Jalna Ambad,Bhokar,Wadi,6.65,6.008,6.367,-0.722,1.303,MODERATE
Jalna Ambad,Kothala,Kh.,6.65,6.008,6.367,-0.722,1.303,MODERATE
Jalna Ambad,Pimparkhed,Kh.,6.65,6.008,6.367,-0.722,1.303,MODERATE
Jalna Ambad,Sasth,Pimpalgaon,6.65,6.008,6.367,-0.722,1.303,MODERATE
Jalna Bhokardan,Baranjala,Lokhande,6.65,5.685,6.096,-0.584,1.44,MODERATE
Jalna Bhokardan,Pimpalgaon,Renukai,6.65,7.094,7.162,-1.538,1.538,MODERATE
Jalna Jalna,Argad,Gaon,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Bavne,Pangri,6.65,5.359,5.695,-0.499,1.526,MODERATE
Jalna Jalna,Bor,Ranjani,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Dulhna,Kalegao,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Gunj,Bk,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Hiswan,Kh,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Jamb,Samarth,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Loni,Kh,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Pachan,Wadgaon,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Pokhari,Shindhkhed,6.65,6.127,6.532,-1.318,1.318,MODERATE
Jalna Jalna,Puirparkhed,Bk,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Satona,Bt,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Satona,Kh,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Jalna,Siddeswar,Puirpalgaon,6.65,5.702,6.092,-0.601,1.424,MODERATE
Jalna Partur,Daitha,Kh,6.65,7.245,7.701,-1.714,1.714,MODERATE
Jalna Partur,Dhondi,Pimpalgaon,6.65,7.245,7.701,-1.714,1.714,MODERATE
Jalna Partur,Patoda,Kh.,6.65,7.245,7.701,-1.714,1.714,MODERATE
Jalna Partur,Vidoli,Kh,6.65,7.245,7.701,-1.714,1.714,MODERATE
Jalna Partur,Wirghavan,Tanda,6.65,7.245,7.701,-1.714,1.714,MODERATE
Jalna Partur Naigaon,P,Seoli,6.65,6.008,6.367,-0.722,1.303,MODERATE
Kolhapur,Ajara,Ajara,6.8,6.672,6.843,-0.228,3.76,MODERATE
Kolhapur,Bhudargad,Akurde,14.33,7.774,5.807,3.693,4.456,MODERATE
Kolhapur,Bhudargad,Authur,1.1,2.306,2.375,-1.54,1.726,SAFE
Kolhapur,Bhudargad,Khanapur-Vita,4.675,4.483,4.492,-0.501,0.501,SAFE
Kolhapur,Bhudargad,Madlgi Budrukh,4.25,4.714,4.475,-1.221,1.221,SAFE
Kolhapur,Bhudargad,Mamdapur,14.33,7.607,6.347,4.027,4.79,MODERATE
Kolhapur,Bhudargad,Murgud,0.7,3.071,2.82,-3.626,3.626,MODERATE
Kolhapur,Bhudargad,Nitawade,9.35,6.395,7.258,2.87,2.87,MODERATE
Kolhapur,Bhudargad,Pimpalgaon,0.95,1.99,1.909,-1.305,1.308,SAFE
Kolhapur,Bhudargad,Shivdav,14.33,7.607,6.347,4.027,4.79,MODERATE
Kolhapur,Chandgad,Kanura Khurd,4.75,4.159,4.518,0.227,0.874,SAFE
Kolhapur,Chandgad,Karve,6.9,6.016,6.417,0.538,0.784,MODERATE
Kolhapur,Chandgad,Naganwadi,4.925,3.847,4.337,-0.235,0.653,SAFE
Kolhapur,Chandgad,Patne,6.1,6.33,6.525,-0.86,0.86,MODERATE
Kolhapur,Chandgad,Shirgaon,8.05,7.162,8.063,0.516,1.322,MODERATE
Kolhapur,Chandgad,Surute,7.4,7.306,7.715,-0.979,0.979,MODERATE
Kolhapur,Gadhinglaj,Gadhinglaj,1.75,2.67,2.868,-0.964,1.441,SAFE
Kolhapur,Gadhinglaj,Halkarne,6.65,5.936,5.946,0.188,0.188,MODERATE
Kolhapur,Gadhinglaj,Nesari,1.05,1.901,2.048,-0.96,0.96,SAFE
Kolhapur,Gagan Bavada,Asandoli,6.44,4.494,4.92,1.264,2.027,MODERATE
Kolhapur,Gagan Bavada,Aslaj,7.4,5.358,6.079,1.304,1.304,MODERATE
Kolhapur,Gagan Bavada,Gagan Bauda,7.9,6.195,6.435,-0.004,0.852,MODERATE
Kolhapur,Gagan Bavada,Kirve,1.3,2.509,2.577,-1.164,1.164,SAFE
Kolhapur,Gagan Bavada,Partangale,1.05,2.942,2.853,-1.662,1.662,SAFE
Kolhapur,Hatkanangale,Kini Wathar,9.1,6.634,6.843,0.748,1.698,MODERATE
Kolhapur,Hatkanangale,Pargaon (Old),6.15,5.069,5.224,0.702,0.758,MODERATE
Kolhapur,Hatkanangale,Shiradwad,8.85,7.164,7.22,0.615,1.744,MODERATE
Kolhapur,Hatkanangale,Shiroli,4.675,4.817,4.797,-0.578,0.632,SAFE
Kolhapur,Kagal,Kagal,2.75,3.408,3.405,-0.95,0.95,SAFE
Kolhapur,Kagal,Surupali,1.8,2.496,2.656,-0.906,0.906,SAFE
Kolhapur,Karveer,Cheye,1.6,2.575,2.862,-1.02,1.02,SAFE
Kolhapur,Karveer,Gokul Shirgaon,0.95,3.053,2.836,-1.866,1.866,SAFE
Kolhapur,Karveer,Khupire,2.25,1.87,2.141,-0.151,0.633,SAFE
Kolhapur,Karveer,Washi,2.45,3.464,3.651,-1.528,1.528,SAFE
Kolhapur,Panhala,Paijarwadi,4.9,5.454,5.308,-2.01,2.01,MODERATE
Kolhapur,Panhala,Panhala,10.6,8.558,9.216,1.124,1.124,MODERATE
Kolhapur,Panhala,Pimpli Tarf Thane,4.675,4.483,4.492,-0.501,0.501,SAFE
Kolhapur,Panhala,Undri,4.4,4.712,4.666,-0.881,0.881,SAFE
Kolhapur,Radhanagari,Khindi Varvade,3.15,3.739,4.031,-0.986,1.796,SAFE
Kolhapur,Radhanagari,Radhanagari,6.3,5.626,5.861,0.319,0.319,MODERATE
Kolhapur,Radhanagari,Shelewadi,3.2,4.082,4.58,-1.252,1.252,SAFE
Kolhapur,Radhanagari,Solankur,4.075,4.63,4.713,-1.064,1.064,SAFE
Kolhapur,Shahuwadi,Amba,6.0,5.45,5.472,0.107,0.593,MODERATE
Kolhapur,Shahuwadi,Shahuwadi,4.8,4.072,4.168,-0.029,0.309,SAFE
Kolhapur,Shahuwadi,Shelarwadi,2.05,2.626,2.714,-0.95,0.95,SAFE
Kolhapur,Shahuwadi,Wadicharan,2.45,2.273,2.437,-0.096,0.851,SAFE
Kolhapur,Shahuwadi,Yelane,4.675,4.484,4.496,-0.504,0.504,SAFE
Kolhapur,Shirol,Shirol,7.3,5.189,5.629,1.498,1.498,MODERATE
Kolhapur Bhudargad,Madlgi,Budrukh,6.65,5.47,5.802,-0.516,1.509,MODERATE
Kolhapur Chandgad,Kanura,Khurd,6.65,6.016,6.4,-0.584,1.44,MODERATE
Kolhapur Gagan,Bavada,Aslaj,6.65,7.138,7.38,-1.448,1.448,MODERATE
Kolhapur Gagan,Bavada,Kirve,6.65,5.176,5.264,-0.441,1.584,MODERATE
Kolhapur Gagan,Bavada,Partangale,6.65,5.144,5.233,-0.432,1.594,MODERATE
Kolhapur Gagan Bavada,Gagan,Bauda,6.65,7.143,7.45,-1.569,1.569,MODERATE
Kolhapur Hatkanangale,Kini,Wathar,6.65,6.385,6.676,-0.8,1.226,MODERATE
Kolhapur Hatkanangale,Pargaon,(Old),6.65,6.309,6.572,-0.8,1.226,MODERATE
Kolhapur Karveer,Gokul,Shirgaon,6.65,5.228,5.528,-0.486,1.538,MODERATE
Kolhapur Radhanagari,Khindi,Varvade,6.65,5.502,6.07,-0.577,1.448,MODERATE
Latur,Ahemadpur,Ahemadpur,6.675,6.602,6.597,-1.146,1.146,MODERATE
Latur,Ahemadpur,Ashta,11.2,7.828,7.662,1.847,1.847,MODERATE
Latur,Ahemadpur,Chapoli,14.75,9.304,10.429,4.318,4.318,HIGH
Latur,Ahemadpur,Kendrewadi,8.51,6.316,6.624,0.784,0.784,MODERATE
Latur,Ahemadpur,Kingaon,9.6,4.648,5.419,4.7,4.7,MODERATE
Latur,Ahemadpur,Mahalangra,8.8,6.356,5.844,0.366,1.012,MODERATE
Latur,Ahemadpur,Nalegaon,8.72,6.658,6.794,1.186,1.186,MODERATE
Latur,Ahemadpur,Patoda,5.45,4.899,4.98,0.246,0.571,SAFE
Latur,Ahemadpur,Rudha,9.44,7.834,8.543,0.449,0.449,MODERATE
Latur,Ahemadpur,Shirur Tajbandh,18.7,8.057,9.344,7.742,9.302,CRITICAL
Latur,Ausa,Ashiv,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Ausa,Ausa,5.12,4.62,4.771,-0.07,0.205,SAFE
Latur,Ausa,Belkund,7.775,7.825,7.473,-2.134,2.134,MODERATE
Latur,Ausa,Bhada,5.2,4.859,4.81,-0.513,0.513,SAFE
Latur,Ausa,Biravali,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Ausa,Boregaon,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Ausa,Borphal,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Ausa,Budhoda,10.3,8.479,8.718,0.582,0.582,MODERATE
Latur,Ausa,Chakur,14.15,4.632,5.323,9.385,9.385,CRITICAL
Latur,Ausa,Haregaon,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Ausa,Hasalgan,3.7,5.636,5.949,-3.784,3.812,MODERATE
Latur,Ausa,Karla,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Ausa,Killari,10.74,6.109,6.804,3.534,3.534,MODERATE
Latur,Ausa,Lakhangaon,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Ausa,Lamjana Phata,16.0,10.061,10.286,3.84,4.606,HIGH
Latur,Ausa,Matola,4.55,4.132,4.555,-0.883,3.425,MODERATE
Latur,Ausa,Mugalewadi,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Ausa,Nagarsoga,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Ausa,Nandurga,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Ausa,Samdarga,2.85,4.303,4.339,-2.356,2.356,MODERATE
Latur,Ausa,Yeli,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Latur,Borgaon Kale,11.15,7.461,7.786,2.156,2.156,MODERATE
Latur,Latur,Kasarkhed,15.705,7.38,7.132,6.037,6.037,HIGH
Latur,Latur,Latur,8.65,6.91,6.804,0.335,1.395,MODERATE
Latur,Latur,Mahapur,6.5,6.701,6.85,-0.29,0.29,MODERATE
Latur,Latur,Murud,4.2,4.049,3.965,-2.09,3.621,MODERATE
Latur,Latur,Murud-Akola,13.25,11.162,11.414,0.552,1.389,HIGH
Latur,Nilanga,Ambulaga Main,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Ansarwada,9.65,8.157,7.873,-1.053,8.635,CRITICAL
Latur,Nilanga,Aurad Shahajani,15.705,8.65,7.29,3.497,3.497,MODERATE
Latur,Nilanga,Borasuri,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Boregaon Khurd,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Chichondi,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Gunewadi,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Halsi,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Hattrga,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Kasar Belkunda,8.65,6.635,7.077,0.172,1.927,MODERATE
Latur,Nilanga,Kasar Sirsi,8.725,6.895,6.92,0.258,0.779,MODERATE
Latur,Nilanga,Kelgaon,8.51,6.447,6.494,1.924,1.972,MODERATE
